Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
910,0.529114,0.321622,0.53752,0.317418,0.551199,0.306261,0.545484,0.26385,0.545119,0.213017,0.561545,0.345495,0.563656,0.338323,0.567127,0.322676,0.56552,0.274474,0.56809,0.218703,0.502187,0.114222,0.506715,0.120484,0.513019,0.136704,0.548582,0.128463,0.562964,0.133682,0.586971,0.228985,0.589559,0.217384,0.594593,0.183083,0.594146,0.142975,0.57438,0.136379,0.572029,0.0890991,0.570468,0.116832,0.570901,0.12929,0.571895,0.139256,0.568173,0.160697,0.565069,0.175036,0.56244,0.186957,0.561319,0.201647,0.558115,0.211103,0.557421,0.113213,0.564281,0.108687,0.557132,0.107308,0.579274,0.110766,0.559117,0.106899,0.571302,0.33098,0.563021,0.330151,0.548288,0.311908,0.553582,0.315583,0.567928,0.34236,0.559452,0.34147,0.534831,0.318915,0.540086,0.322705,0.565814,0.348311,0.557197,0.347383,0.526154,0.321836,0.531391,0.325693,0.594146,0.142975,0.594593,0.183083,0.589559,0.217384,0.548582,0.128463,0.513019,0.136704,0.506715,0.120484,0.56809,0.218703,0.56552,0.274474,0.567127,0.322676,0.563656,0.338323,0.545119,0.213017,0.545484,0.26385,0.551199,0.306261,0.53752,0.317418,
911,0.529121,0.321628,0.537523,0.317426,0.551198,0.306272,0.545501,0.263812,0.545086,0.212996,0.561522,0.345482,0.563642,0.338315,0.567128,0.322675,0.565476,0.274461,0.568047,0.218694,0.502133,0.114106,0.506637,0.120396,0.513019,0.136612,0.548659,0.128467,0.562948,0.133655,0.58692,0.229015,0.589474,0.217413,0.594533,0.183114,0.594103,0.142996,0.57436,0.136349,0.571972,0.0890797,0.570439,0.11681,0.570884,0.129269,0.571876,0.139244,0.568145,0.160689,0.565038,0.175027,0.562406,0.186947,0.561287,0.201631,0.558079,0.211087,0.557318,0.113188,0.564175,0.108663,0.557052,0.107286,0.579194,0.110741,0.559104,0.10688,0.571301,0.330983,0.563021,0.330149,0.548276,0.311915,0.553574,0.315594,0.567912,0.342357,0.559437,0.341461,0.534827,0.31892,0.540086,0.322713,0.565789,0.348302,0.557174,0.347369,0.526157,0.321839,0.531397,0.3257,0.594103,0.142996,0.594533,0.183114,0.589474,0.217413,0.548659,0.128467,0.513019,0.136612,0.506637,0.120396,0.568047,0.218694,0.565476,0.274461,0.567128,0.322675,0.563642,0.338315,0.545086,0.212996,0.545501,0.263812,0.551198,0.306272,0.537523,0.317426,
912,0.529128,0.321631,0.537528,0.317431,0.551199,0.306281,0.545474,0.263777,0.545068,0.21298,0.561506,0.345474,0.563632,0.338308,0.567128,0.32267,0.565417,0.274452,0.568007,0.21869,0.502079,0.114012,0.506563,0.120284,0.513016,0.136528,0.548732,0.128447,0.562925,0.13366,0.586873,0.229042,0.589396,0.217442,0.594451,0.183142,0.59406,0.143006,0.574322,0.136358,0.571947,0.0890721,0.570409,0.116808,0.57086,0.129273,0.571872,0.139246,0.568149,0.160686,0.565039,0.175022,0.562401,0.18694,0.561279,0.201633,0.558057,0.211081,0.557218,0.113137,0.564078,0.10862,0.556983,0.107246,0.579117,0.110728,0.559102,0.106872,0.5713,0.330981,0.56302,0.330144,0.548276,0.311931,0.553576,0.315605,0.567902,0.342351,0.559428,0.341453,0.534831,0.31893,0.540092,0.322719,0.565773,0.348295,0.557158,0.347359,0.526163,0.321846,0.531406,0.325702,0.59406,0.143006,0.594451,0.183142,0.589396,0.217442,0.548732,0.128447,0.513016,0.136528,0.506563,0.120284,0.568007,0.21869,0.565417,0.274452,0.567128,0.32267,0.563632,0.338308,0.545068,0.21298,0.545474,0.263777,0.551199,0.306281,0.537528,0.317431,
913,0.529141,0.321645,0.537529,0.317441,0.551194,0.306289,0.545553,0.263735,0.545003,0.212952,0.561501,0.345468,0.563623,0.338301,0.567111,0.32266,0.565387,0.274447,0.567929,0.218681,0.502029,0.113945,0.506494,0.120155,0.513014,0.136439,0.548802,0.128447,0.562902,0.133645,0.586792,0.229086,0.589316,0.217479,0.59442,0.183185,0.594002,0.143046,0.574291,0.136347,0.571913,0.0890668,0.570379,0.116799,0.570836,0.129264,0.571851,0.139239,0.568121,0.160678,0.565003,0.175011,0.562356,0.186926,0.561224,0.201623,0.557991,0.211066,0.557109,0.113112,0.563971,0.108602,0.556906,0.107224,0.579035,0.110725,0.559101,0.106856,0.571291,0.330967,0.563011,0.330136,0.548248,0.311924,0.553556,0.31561,0.567897,0.34234,0.559423,0.341448,0.53482,0.31893,0.54009,0.32273,0.565769,0.348285,0.557155,0.347356,0.526167,0.321852,0.531418,0.32572,0.594002,0.143046,0.59442,0.183185,0.589316,0.217479,0.548802,0.128447,0.513014,0.136439,0.506494,0.120155,0.567929,0.218681,0.565387,0.274447,0.567111,0.32266,0.563623,0.338301,0.545003,0.212952,0.545553,0.263735,0.551194,0.306289,0.537529,0.317441,
914,0.529151,0.321657,0.537537,0.317453,0.551192,0.306296,0.545515,0.263701,0.544989,0.212919,0.561494,0.345462,0.56362,0.338301,0.567118,0.322669,0.565379,0.274433,0.567841,0.218678,0.501957,0.113858,0.506436,0.12004,0.512985,0.13634,0.548864,0.128451,0.562905,0.133609,0.586738,0.229127,0.589243,0.217507,0.594333,0.183213,0.59397,0.143057,0.574282,0.136314,0.571875,0.0890414,0.570369,0.116772,0.57084,0.129239,0.571859,0.139226,0.568113,0.160667,0.564985,0.175,0.562328,0.186913,0.56122,0.201617,0.557955,0.211051,0.557004,0.113076,0.563863,0.108568,0.556833,0.107191,0.578958,0.110696,0.559115,0.10683,0.571286,0.330982,0.563007,0.330143,0.548251,0.311941,0.553562,0.315618,0.567888,0.342345,0.559414,0.341445,0.534829,0.318948,0.540101,0.32274,0.565759,0.348284,0.557145,0.347346,0.526177,0.321869,0.531431,0.325729,0.59397,0.143057,0.594333,0.183213,0.589243,0.217507,0.548864,0.128451,0.512985,0.13634,0.506436,0.12004,0.567841,0.218678,0.565379,0.274433,0.567118,0.322669,0.56362,0.338301,0.544989,0.212919,0.545515,0.263701,0.551192,0.306296,0.537537,0.317453,
915,0.529172,0.32167,0.537547,0.31746,0.55119,0.306299,0.545533,0.263671,0.544957,0.212893,0.561483,0.345457,0.563616,0.338296,0.567129,0.322665,0.565331,0.274426,0.567794,0.218672,0.501882,0.113766,0.506374,0.119924,0.512993,0.136249,0.548949,0.128417,0.562903,0.133605,0.586672,0.229177,0.589162,0.217544,0.594285,0.183253,0.593931,0.143089,0.574262,0.136319,0.571857,0.0890379,0.570355,0.116771,0.570837,0.129241,0.571872,0.139227,0.568123,0.160664,0.564985,0.174992,0.562318,0.186902,0.5612,0.201611,0.557922,0.211038,0.55689,0.113038,0.563752,0.108539,0.55676,0.10716,0.578877,0.110691,0.559138,0.10682,0.571288,0.330981,0.56301,0.330133,0.548235,0.311938,0.553553,0.315618,0.567879,0.342345,0.559407,0.341435,0.53483,0.318952,0.540111,0.322747,0.565746,0.348284,0.557132,0.347337,0.526191,0.32188,0.531455,0.325743,0.593931,0.143089,0.594285,0.183253,0.589162,0.217544,0.548949,0.128417,0.512993,0.136249,0.506374,0.119924,0.567794,0.218672,0.565331,0.274426,0.567129,0.322665,0.563616,0.338296,0.544957,0.212893,0.545533,0.263671,0.55119,0.306299,0.537547,0.31746,
916,0.529184,0.321675,0.537553,0.317466,0.551187,0.306304,0.54555,0.263636,0.544931,0.212867,0.561481,0.345453,0.563613,0.338292,0.567127,0.322661,0.565281,0.274412,0.56773,0.218662,0.501796,0.113681,0.506312,0.119807,0.512973,0.136134,0.549017,0.128437,0.562895,0.133572,0.586609,0.229236,0.589081,0.217581,0.594236,0.183294,0.59388,0.143123,0.574245,0.136289,0.571831,0.0890175,0.57034,0.116748,0.570829,0.129217,0.571865,0.139214,0.5681,0.160653,0.564955,0.17498,0.562281,0.186889,0.561176,0.201598,0.557884,0.211022,0.556769,0.112999,0.563631,0.108508,0.55668,0.107123,0.578789,0.110675,0.55916,0.106788,0.571284,0.330977,0.563006,0.330128,0.548227,0.311949,0.55355,0.315625,0.567876,0.342341,0.559403,0.34143,0.534832,0.318961,0.540119,0.322752,0.565743,0.348281,0.557129,0.347332,0.526201,0.321888,0.53147,0.325747,0.59388,0.143123,0.594236,0.183294,0.589081,0.217581,0.549017,0.128437,0.512973,0.136134,0.506312,0.119807,0.56773,0.218662,0.565281,0.274412,0.567127,0.322661,0.563613,0.338292,0.544931,0.212867,0.54555,0.263636,0.551187,0.306304,0.537553,0.317466,
917,0.529201,0.321685,0.537563,0.317473,0.55119,0.306309,0.545519,0.263608,0.544923,0.212838,0.561474,0.345464,0.563608,0.3383,0.567121,0.322664,0.565287,0.274408,0.567682,0.218658,0.501708,0.113584,0.506252,0.119703,0.51297,0.136019,0.549096,0.128441,0.562888,0.133552,0.586542,0.229286,0.589006,0.217612,0.594183,0.183327,0.593826,0.143149,0.574217,0.136275,0.571825,0.0890017,0.570326,0.116732,0.570822,0.129205,0.571878,0.139209,0.568109,0.160648,0.564955,0.174973,0.562272,0.186878,0.561176,0.201589,0.557864,0.211008,0.556649,0.112947,0.563514,0.108468,0.556607,0.107076,0.578704,0.110666,0.559191,0.106755,0.571285,0.330978,0.563007,0.330132,0.548218,0.311947,0.553547,0.315628,0.567873,0.342347,0.559401,0.341439,0.534835,0.318964,0.540127,0.32276,0.565737,0.348289,0.557124,0.347344,0.526212,0.321894,0.531488,0.325758,0.593826,0.143149,0.594183,0.183327,0.589006,0.217612,0.549096,0.128441,0.51297,0.136019,0.506252,0.119703,0.567682,0.218658,0.565287,0.274408,0.567121,0.322664,0.563608,0.3383,0.544923,0.212838,0.545519,0.263608,0.55119,0.306309,0.537563,0.317473,
918,0.529213,0.321694,0.53757,0.31748,0.551186,0.306312,0.545529,0.263573,0.544896,0.212819,0.561464,0.345454,0.563604,0.338291,0.567129,0.322657,0.565228,0.274393,0.567652,0.218645,0.501632,0.113505,0.506186,0.119577,0.512968,0.135929,0.549179,0.128415,0.562891,0.133546,0.586488,0.229337,0.588914,0.217639,0.594147,0.183361,0.593805,0.143173,0.574219,0.136271,0.571799,0.0889984,0.570319,0.116728,0.570825,0.129202,0.571877,0.139203,0.568102,0.160639,0.564944,0.174962,0.562257,0.186866,0.561152,0.201578,0.557837,0.210993,0.556532,0.112921,0.563396,0.108448,0.556532,0.107055,0.578619,0.110661,0.559221,0.106748,0.571289,0.330973,0.563012,0.330122,0.548216,0.311959,0.553549,0.315632,0.567868,0.34234,0.559396,0.341428,0.534842,0.318977,0.540138,0.322765,0.565726,0.348282,0.557113,0.347332,0.526223,0.321909,0.531503,0.325764,0.593805,0.143173,0.594147,0.183361,0.588914,0.217639,0.549179,0.128415,0.512968,0.135929,0.506186,0.119577,0.567652,0.218645,0.565228,0.274393,0.567129,0.322657,0.563604,0.338291,0.544896,0.212819,0.545529,0.263573,0.551186,0.306312,0.53757,0.31748,
919,0.529214,0.321696,0.537566,0.317487,0.551177,0.306328,0.545472,0.263566,0.544894,0.2128,0.561425,0.345458,0.563578,0.338297,0.567122,0.322666,0.565188,0.274387,0.567617,0.218638,0.501545,0.113384,0.50611,0.119466,0.512974,0.135823,0.549267,0.128383,0.562876,0.133545,0.586429,0.229377,0.588826,0.217667,0.594087,0.18339,0.593767,0.143189,0.5742,0.136271,0.571799,0.0889891,0.570306,0.116722,0.57081,0.1292,0.571866,0.1392,0.568094,0.160633,0.564936,0.174955,0.562247,0.186857,0.561153,0.201571,0.557825,0.210982,0.556406,0.112862,0.563274,0.108404,0.556458,0.107005,0.57853,0.110656,0.55926,0.106724,0.571286,0.330985,0.563009,0.330133,0.5482,0.311982,0.553536,0.315651,0.567843,0.342348,0.559373,0.341434,0.534833,0.318989,0.540133,0.322773,0.565687,0.348287,0.557076,0.347335,0.52622,0.321914,0.531505,0.325765,0.593767,0.143189,0.594087,0.18339,0.588826,0.217667,0.549267,0.128383,0.512974,0.135823,0.50611,0.119466,0.567617,0.218638,0.565188,0.274387,0.567122,0.322666,0.563578,0.338297,0.544894,0.2128,0.545472,0.263566,0.551177,0.306328,0.537566,0.317487,
920,0.529256,0.321688,0.5376,0.317472,0.551195,0.306301,0.545508,0.263538,0.544891,0.21277,0.561443,0.345447,0.563601,0.338283,0.567156,0.322646,0.565156,0.274373,0.56759,0.218629,0.501459,0.113298,0.50604,0.11935,0.512998,0.135721,0.54936,0.12837,0.562883,0.13353,0.586374,0.229408,0.58875,0.217686,0.594041,0.183411,0.593733,0.143198,0.574186,0.136263,0.571787,0.0889882,0.5703,0.116717,0.570816,0.129193,0.571891,0.139197,0.568115,0.160627,0.564949,0.174945,0.562252,0.186845,0.561157,0.201558,0.557817,0.210965,0.556293,0.112843,0.563161,0.108394,0.556389,0.106986,0.578447,0.110663,0.559295,0.106706,0.571316,0.330963,0.563041,0.330104,0.548218,0.311957,0.553561,0.315621,0.567864,0.342334,0.559395,0.341414,0.534865,0.318976,0.540172,0.322755,0.565703,0.348279,0.557093,0.34732,0.52626,0.321909,0.531551,0.325755,0.593733,0.143198,0.594041,0.183411,0.58875,0.217686,0.54936,0.12837,0.512998,0.135721,0.50604,0.11935,0.56759,0.218629,0.565156,0.274373,0.567156,0.322646,0.563601,0.338283,0.544891,0.21277,0.545508,0.263538,0.551195,0.306301,0.5376,0.317472,
921,0.529251,0.321693,0.537595,0.317484,0.551193,0.306322,0.545476,0.263523,0.544893,0.212755,0.561402,0.34545,0.563577,0.338287,0.567154,0.322653,0.565096,0.274362,0.567564,0.21862,0.501354,0.113208,0.505969,0.119227,0.513027,0.135635,0.54945,0.128331,0.562883,0.133514,0.586302,0.229455,0.588677,0.217717,0.593997,0.183445,0.59369,0.143224,0.574176,0.136249,0.571789,0.0889812,0.570296,0.116707,0.570815,0.129182,0.571897,0.139191,0.568116,0.160621,0.564945,0.174938,0.562244,0.186835,0.561159,0.201551,0.557809,0.210955,0.556196,0.112809,0.563066,0.108372,0.556334,0.106954,0.578378,0.110665,0.559334,0.10668,0.57132,0.330972,0.563046,0.330112,0.548212,0.311982,0.553554,0.315645,0.567842,0.34234,0.559375,0.341418,0.534858,0.31899,0.540165,0.322769,0.565662,0.348282,0.557055,0.347322,0.526254,0.321915,0.531545,0.325761,0.59369,0.143224,0.593997,0.183445,0.588677,0.217717,0.54945,0.128331,0.513027,0.135635,0.505969,0.119227,0.567564,0.21862,0.565096,0.274362,0.567154,0.322653,0.563577,0.338287,0.544893,0.212755,0.545476,0.263523,0.551193,0.306322,0.537595,0.317484,
922,0.529256,0.32169,0.537601,0.317484,0.5512,0.306328,0.545473,0.2635,0.544891,0.21273,0.561368,0.345444,0.563559,0.338284,0.567163,0.322654,0.565072,0.274361,0.567516,0.21862,0.501234,0.113096,0.505917,0.119111,0.513058,0.135537,0.549548,0.128309,0.562885,0.133501,0.586228,0.229492,0.588607,0.217741,0.593937,0.18347,0.593657,0.143232,0.574163,0.136241,0.571788,0.0889718,0.570292,0.116698,0.570817,0.129175,0.571911,0.139189,0.568124,0.160619,0.564946,0.174934,0.562238,0.186829,0.561164,0.201546,0.557793,0.210944,0.556104,0.11277,0.562974,0.108342,0.556281,0.10692,0.578311,0.110659,0.55937,0.10666,0.571325,0.330978,0.563053,0.33011,0.548218,0.311991,0.55356,0.315652,0.567822,0.342341,0.559357,0.341411,0.534864,0.318992,0.54017,0.322769,0.565627,0.34828,0.557021,0.347312,0.52626,0.321913,0.53155,0.325757,0.593657,0.143232,0.593937,0.18347,0.588607,0.217741,0.549548,0.128309,0.513058,0.135537,0.505917,0.119111,0.567516,0.21862,0.565072,0.274361,0.567163,0.322654,0.563559,0.338284,0.544891,0.21273,0.545473,0.2635,0.5512,0.306328,0.537601,0.317484,
923,0.529257,0.321696,0.537602,0.317489,0.551202,0.306334,0.545448,0.263474,0.544877,0.212696,0.561336,0.34544,0.563548,0.338279,0.567186,0.322648,0.565029,0.274351,0.567468,0.21861,0.50112,0.112983,0.505856,0.118974,0.513089,0.135454,0.549636,0.128267,0.562904,0.133477,0.586155,0.229539,0.588545,0.217771,0.593899,0.183502,0.593627,0.143256,0.574169,0.136224,0.571785,0.0889672,0.570303,0.116688,0.570836,0.129163,0.571935,0.139182,0.568132,0.160611,0.564943,0.174923,0.562225,0.186815,0.561156,0.201531,0.55777,0.210925,0.556027,0.112757,0.562896,0.108335,0.556239,0.106906,0.578256,0.11066,0.559413,0.106641,0.571345,0.330974,0.563075,0.330096,0.548217,0.311993,0.553559,0.315658,0.567809,0.342341,0.559346,0.341399,0.534863,0.318995,0.54017,0.322775,0.565592,0.348281,0.556989,0.347301,0.52626,0.321916,0.53155,0.325764,0.593627,0.143256,0.593899,0.183502,0.588545,0.217771,0.549636,0.128267,0.513089,0.135454,0.505856,0.118974,0.567468,0.21861,0.565029,0.274351,0.567186,0.322648,0.563548,0.338279,0.544877,0.212696,0.545448,0.263474,0.551202,0.306334,0.537602,0.317489,
924,0.529257,0.32169,0.537602,0.317486,0.551202,0.306332,0.545451,0.263438,0.544866,0.212669,0.561284,0.345425,0.563521,0.338272,0.567204,0.322652,0.565,0.274343,0.567403,0.218609,0.501015,0.112887,0.505792,0.118843,0.513119,0.135374,0.549721,0.128263,0.562937,0.133442,0.586055,0.229571,0.588483,0.217797,0.593842,0.183526,0.593606,0.143262,0.57418,0.136197,0.571762,0.0889623,0.570314,0.116675,0.570867,0.129145,0.571979,0.139175,0.568155,0.160606,0.564951,0.174915,0.562218,0.186805,0.561156,0.20153,0.557744,0.210915,0.555962,0.112765,0.562825,0.108343,0.556198,0.10691,0.578208,0.110658,0.559443,0.106628,0.571355,0.330988,0.563088,0.330095,0.548218,0.311995,0.55356,0.315657,0.567778,0.342342,0.559318,0.341385,0.534864,0.318994,0.54017,0.322771,0.565535,0.348275,0.556937,0.347279,0.52626,0.321912,0.53155,0.325757,0.593606,0.143262,0.593842,0.183526,0.588483,0.217797,0.549721,0.128263,0.513119,0.135374,0.505792,0.118843,0.567403,0.218609,0.565,0.274343,0.567204,0.322652,0.563521,0.338272,0.544866,0.212669,0.545451,0.263438,0.551202,0.306332,0.537602,0.317486,
925,0.529265,0.321684,0.53761,0.317483,0.551215,0.306338,0.545454,0.263423,0.544875,0.212631,0.561214,0.345418,0.563484,0.338264,0.567215,0.322643,0.564939,0.274328,0.56736,0.218595,0.500901,0.112796,0.505745,0.118698,0.513152,0.135294,0.549817,0.128255,0.562925,0.133449,0.58599,0.229618,0.588404,0.217826,0.593808,0.183558,0.593565,0.143286,0.574163,0.136205,0.571771,0.0889513,0.570303,0.116669,0.570854,0.129145,0.571976,0.139168,0.568166,0.160593,0.564964,0.1749,0.562227,0.186787,0.561173,0.201517,0.557738,0.210893,0.555897,0.112708,0.562763,0.108296,0.556163,0.106864,0.578158,0.110644,0.559466,0.106614,0.571372,0.330981,0.563108,0.33008,0.548223,0.311995,0.553564,0.315663,0.567742,0.342338,0.559287,0.341372,0.534869,0.318988,0.540174,0.322771,0.565464,0.348272,0.55687,0.347267,0.526266,0.321903,0.531556,0.325754,0.593565,0.143286,0.593808,0.183558,0.588404,0.217826,0.549817,0.128255,0.513152,0.135294,0.505745,0.118698,0.56736,0.218595,0.564939,0.274328,0.567215,0.322643,0.563484,0.338264,0.544875,0.212631,0.545454,0.263423,0.551215,0.306338,0.53761,0.317483,
926,0.529246,0.32168,0.537597,0.317479,0.551206,0.306331,0.545441,0.263372,0.544825,0.212594,0.561139,0.345404,0.563446,0.338255,0.567241,0.322643,0.564946,0.274322,0.567274,0.218589,0.500796,0.112704,0.505692,0.118542,0.513186,0.135241,0.549898,0.128212,0.56295,0.133418,0.585923,0.229658,0.588314,0.217849,0.593773,0.183584,0.593539,0.1433,0.574173,0.136184,0.571753,0.0889472,0.570313,0.116658,0.570879,0.129131,0.572003,0.139161,0.568169,0.160585,0.564949,0.174889,0.562197,0.186772,0.561137,0.201506,0.55768,0.210875,0.555849,0.112715,0.56271,0.108302,0.556133,0.106867,0.578122,0.11064,0.559491,0.106605,0.571387,0.330989,0.563128,0.330067,0.548229,0.311997,0.553566,0.315658,0.567698,0.342339,0.559248,0.341351,0.534864,0.318989,0.540165,0.322765,0.565383,0.348269,0.556794,0.347242,0.526253,0.321903,0.531537,0.325747,0.593539,0.1433,0.593773,0.183584,0.588314,0.217849,0.549898,0.128212,0.513186,0.135241,0.505692,0.118542,0.567274,0.218589,0.564946,0.274322,0.567241,0.322643,0.563446,0.338255,0.544825,0.212594,0.545441,0.263372,0.551206,0.306331,0.537597,0.317479,
927,0.529242,0.32167,0.537598,0.317475,0.551216,0.306337,0.545441,0.263352,0.544814,0.212564,0.561049,0.345377,0.563403,0.338234,0.567271,0.322629,0.564889,0.274309,0.567227,0.218577,0.500703,0.11259,0.505635,0.118395,0.513206,0.135198,0.54997,0.128144,0.562957,0.133404,0.585848,0.229697,0.58823,0.217873,0.593734,0.18361,0.593507,0.143313,0.57417,0.136176,0.571742,0.0889425,0.570313,0.116652,0.570886,0.129123,0.572013,0.139155,0.568168,0.160576,0.564941,0.174877,0.562182,0.186758,0.561128,0.201492,0.557658,0.210856,0.555795,0.1127,0.562654,0.10829,0.5561,0.106855,0.578079,0.110634,0.559512,0.106596,0.571417,0.330985,0.563163,0.330046,0.548238,0.312003,0.553571,0.315666,0.567654,0.342326,0.55921,0.341321,0.534865,0.318984,0.540162,0.322763,0.565289,0.348251,0.556708,0.347205,0.52625,0.321892,0.53153,0.325738,0.593507,0.143313,0.593734,0.18361,0.58823,0.217873,0.54997,0.128144,0.513206,0.135198,0.505635,0.118395,0.567227,0.218577,0.564889,0.274309,0.567271,0.322629,0.563403,0.338234,0.544814,0.212564,0.545441,0.263352,0.551216,0.306337,0.537598,0.317475,
928,0.529229,0.321663,0.537591,0.317474,0.551216,0.306341,0.545427,0.263334,0.544835,0.212542,0.560916,0.345348,0.563334,0.338207,0.567294,0.322606,0.564823,0.274288,0.567214,0.218558,0.500619,0.112443,0.505566,0.118271,0.51322,0.135138,0.550027,0.128123,0.562966,0.133372,0.585774,0.229725,0.588146,0.217902,0.59369,0.183641,0.593464,0.143326,0.574172,0.136139,0.571743,0.0889351,0.570315,0.116632,0.570891,0.129096,0.572027,0.139133,0.568184,0.160556,0.564957,0.174857,0.562196,0.186737,0.561152,0.20148,0.557668,0.210838,0.555755,0.112699,0.562612,0.108295,0.556078,0.106846,0.578048,0.110641,0.559534,0.106564,0.571454,0.330967,0.563208,0.330013,0.548246,0.312015,0.553575,0.315673,0.567588,0.342306,0.559154,0.341285,0.534864,0.318988,0.540156,0.322761,0.565154,0.348228,0.556583,0.347166,0.526241,0.321889,0.531516,0.325731,0.593464,0.143326,0.59369,0.183641,0.588146,0.217902,0.550027,0.128123,0.51322,0.135138,0.505566,0.118271,0.567214,0.218558,0.564823,0.274288,0.567294,0.322606,0.563334,0.338207,0.544835,0.212542,0.545427,0.263334,0.551216,0.306341,0.537591,0.317474,
929,0.529219,0.321647,0.53759,0.317463,0.551231,0.306342,0.545422,0.263305,0.544818,0.212508,0.560782,0.345317,0.563269,0.338181,0.567339,0.322587,0.564762,0.274273,0.567164,0.218543,0.500539,0.112282,0.505482,0.118149,0.513246,0.135088,0.550101,0.128076,0.562962,0.133348,0.585689,0.229741,0.588053,0.217926,0.59366,0.183665,0.593415,0.14334,0.574154,0.136122,0.571709,0.0889177,0.5703,0.116615,0.570887,0.129081,0.572032,0.139122,0.568177,0.160544,0.564942,0.174842,0.562173,0.18672,0.561137,0.201461,0.55764,0.210816,0.555706,0.112679,0.562559,0.108273,0.55604,0.106828,0.578004,0.110616,0.559527,0.106553,0.571496,0.330959,0.563259,0.329977,0.548261,0.31201,0.553583,0.315675,0.56752,0.342293,0.559096,0.341243,0.534865,0.318972,0.540149,0.322753,0.565013,0.348212,0.556454,0.34712,0.526234,0.321869,0.531502,0.325717,0.593415,0.14334,0.59366,0.183665,0.588053,0.217926,0.550101,0.128076,0.513246,0.135088,0.505482,0.118149,0.567164,0.218543,0.564762,0.274273,0.567339,0.322587,0.563269,0.338181,0.544818,0.212508,0.545422,0.263305,0.551231,0.306342,0.53759,0.317463,
